Segundos(s),Canal 1(V),Canal 2(V)
+23.37500E-03,+10.23555284E+00,+1.58228642E+00
+23.40000E-03,+10.05260686E+00,+1.57930275E+00
+23.42500E-03,+9.87888670E+00,+1.54173208E+00
+23.45000E-03,+9.70477395E+00,+1.63402951E+00
+23.47500E-03,+9.53007231E+00,+1.56242147E+00
+23.50000E-03,+9.35537068E+00,+1.60065953E+00
+23.52500E-03,+9.17242469E+00,+1.57231468E+00
+23.55000E-03,+9.00125635E+00,+1.59767586E+00
+23.57500E-03,+8.83479906E+00,+1.60179804E+00
+23.60000E-03,+8.65499379E+00,+1.59971732E+00
+23.62500E-03,+8.46812193E+00,+1.56630809E+00
+23.65000E-03,+8.30127205E+00,+1.61463566E+00
+23.67500E-03,+8.11067060E+00,+1.58542712E+00
+23.70000E-03,+7.92478021E+00,+1.59013817E+00
+23.72500E-03,+7.74438605E+00,+1.60858981E+00
+23.75000E-03,+7.56516966E+00,+1.60356468E+00
+23.77500E-03,+7.38497179E+00,+1.57188283E+00
+23.80000E-03,+7.22283297E+00,+1.67006908E+00
+23.82500E-03,+7.03340929E+00,+1.56842806E+00
+23.85000E-03,+6.85694101E+00,+1.60466393E+00
+23.87500E-03,+6.67772461E+00,+1.60811870E+00
+23.90000E-03,+6.47848623E+00,+1.59657662E+00
+23.92500E-03,+6.29043661E+00,+1.62464665E+00
+23.95000E-03,+6.09963887E+00,+1.58974559E+00
+23.97500E-03,+5.91492624E+00,+1.60085582E+00
+24.00000E-03,+5.74199125E+00,+1.63112435E+00
+24.02500E-03,+5.55570827E+00,+1.60274025E+00
+24.05000E-03,+5.36118095E+00,+1.61879709E+00
+24.07500E-03,+5.17313132E+00,+1.59041299E+00
+24.10000E-03,+5.00000004E+00,+1.62248742E+00
+24.12500E-03,+4.80665048E+00,+1.60434986E+00
+24.15000E-03,+4.61801197E+00,+1.60937498E+00
+24.17500E-03,+4.43801040E+00,+1.64439383E+00
+24.20000E-03,+4.23288320E+00,+1.52528265E+00
+24.22500E-03,+4.05877045E+00,+1.66995130E+00
+24.25000E-03,+3.86502830E+00,+1.60835425E+00
+24.27500E-03,+3.67128615E+00,+1.60462467E+00
+24.30000E-03,+3.49795857E+00,+1.61699119E+00
+24.32500E-03,+3.31422741E+00,+1.61797266E+00
+24.35000E-03,+3.12539261E+00,+1.59916770E+00
+24.37500E-03,+2.94813916E+00,+1.64674935E+00
+24.40000E-03,+2.75204148E+00,+1.58401380E+00
+24.42500E-03,+2.56359927E+00,+1.62339037E+00
+24.45000E-03,+2.37829776E+00,+1.61039571E+00
+24.47500E-03,+2.19476289E+00,+1.63544282E+00
+24.50000E-03,+2.00847992E+00,+1.61070978E+00
+24.52500E-03,+1.83417087E+00,+1.63320507E+00
+24.55000E-03,+1.64690642E+00,+1.58951003E+00
+24.57500E-03,+1.48260837E+00,+1.64247015E+00
+24.60000E-03,+1.30260679E+00,+1.64902636E+00
+24.62500E-03,+1.11809046E+00,+1.61467492E+00
+24.65000E-03,+933.18154E-03,+1.59932473E+00
+24.67500E-03,+770.84643E-03,+1.65149967E+00
+24.70000E-03,+588.09674E-03,+1.62421481E+00
+24.72500E-03,+408.68405E-03,+1.62182002E+00
+24.75000E-03,+235.16018E-03,+1.65562184E+00
+24.77500E-03,+52.21420E-03,+1.59488849E+00
+24.80000E-03,-115.42086E-03,+1.64368717E+00
+24.82500E-03,-297.18907E-03,+1.62931845E+00
+24.85000E-03,-469.53518E-03,+1.64031091E+00
+24.87500E-03,-649.92934E-03,+1.63830871E+00
+24.90000E-03,-837.78267E-03,+1.64038943E+00
+24.92500E-03,-1.02013977E+00,+1.61247643E+00
+24.95000E-03,-1.19660805E+00,+1.68027636E+00
+24.97500E-03,-1.38897614E+00,+1.60289728E+00
